0,1,2,3,4,5,6,7
Graduate Evanston,,1,"What do Zooey Deschanel, Meghan Markle, and Eddie Vedder have in common? Besides fame, they all attended Northwestern University in Evanston and are enshrined in caricature among 16 well-known alumni in the gallery at the Graduate. Occupying the 1928 Colonial Revival apartment-hotel The Homestead, the 119-room newcomer nods to the Wildcats throughout in flashes of purple (purple and white are the school’s colors) but keeps the tone professorial-friendly, with tweedy couches, groupings of flea market art, Persian-inspired rugs, and chess tables. Expect mobs of families and well-heeled alums on Big Ten football days.","['Why book?\n The Graduate pays homage to Evanston’s Northwestern University with a retro-collegiate vibe that doesn’t take academia too seriously.', 'Set the scene\n What do Zooey Deschanel, Meghan Markle, and Eddie Vedder have in common? Besides fame, they all attended Northwestern University in Evanston and are enshrined in caricature among 16 well-known alumni in the gallery at the Graduate. Occupying the 1928 Colonial Revival apartment-hotel The Homestead, the 119-room newcomer nods to the Wildcats throughout in flashes of purple (purple and white are the school’s colors) but keeps the tone professorial-friendly, with tweedy couches, groupings of flea market art, Persian-inspired rugs, and chess tables. Expect mobs of families and well-heeled alums on Big Ten football days.', 'The backstory\n Part of a group of hotels located in college towns. Graduate Hotels is based in \nChicago\n and this is their first project near home (Evanston is a first ring suburb of Chicago).', 'The rooms\n University pride echoes in the use of purple in the guest rooms, wallpapered and curtained in plaid, and furnished with vintage-style settees and armchairs. Paintings of nearby Lake Michigan hang above the beds. Feels 1940’s coed.', 'Food and drink\n The Trophy Room invites fans and guests to gather around the fireplace or belly up to the wooden bar to relive the glory days. Due to the pandemic, the restaurant is on hiatus and expected to return in October; the bar is currently open for limited hours and serves light food including salads and sandwiches.', 'The neighborhood/area\n Northwestern’s leafy campus is just a few blocks away, but so is lively downtown Evanston, filled with independent restaurants and boutiques. The beaches and parks along Lake Michigan beach are a few minutes’ walk east.', 'For families\n The décor and spirit of the Graduate Evanston go a long way toward selling Northwestern to prospective families and students. Pet friendly rooms cost an extra $25 a night.', 'Accessibility\n Yes.', 'Anything left to mention?\n If you’re coming for football, expect a two-night minimum stay to apply.']","1625 Hinman Ave, Evanston, Illinois 60611, United States",https://www.cntraveler.com/hotels/evanston/graduate-evanston,https://www.graduatehotels.com/evanston/ 
Nobu Hotel Chicago,"Readers' Choice Awards, 2021.",2,"From the oshibori ritual of handing guests a hand towel upon arrival to the indoor tranquility pool, Nobu Chicago acts as a serene refuge from the city beyond its tinted-glass facade. Not that it’s entirely retiring; the signature restaurant packs in the city’s sushi cognoscenti as well as splurging celebrants. Part of a string of hotels from the namesake chef Nobu Matsuhisa and partners including actor Robert De Niro, Nobu has particular appeal to foodies who will find the surrounding West Loop area teeming with acclaimed restaurants, including Au Cheval, Momotaro, Girl & the Goat, and Monteverde. This is hipster central, with employers such as Google in the ‘hood, but the CTA Green and Pink L lines offer easy access to downtown attractions just east of the area.","['Why book?\n Nobu nurtures life in balance: serenity in tranquil rooms and a party on the rooftop.', 'Set the scene\n From the \noshibori\n ritual of handing guests a hand towel upon arrival, plus a welcome beverage, to the indoor tranquility pool, Nobu \nChicago\n acts as a serene refuge from the city beyond its tinted-glass facade. Not that it’s entirely retiring; the signature restaurant packs in the city’s sushi cognoscenti as well as splurging celebrants.', 'The backstory\n Part of a string of hotels from the namesake chef Nobu Matsuhisa, and partners including actor Robert DeNiro.', 'The rooms\n Japanese minimalism at its best: crisp platform beds, blond wood wainscoting, and recessed lighting set a relaxing tone, also encouraged by yoga mats in every room. Floor-to-ceiling windows let the light in. It’s worth the one-step minimum upgrade to a Yubune King or suite to get a teak soaking tub supplied with custom Natura Bissé bath amenities scented with tea and rosemary.', 'Food and drink\n There are a number of ways to experience chef Nobu Matsuhisa’s signature food, from the grand ground-floor restaurant (hello, miso cod and rock shrimp tempura), to the hideaway sushi bar on the mezzanine (don’t miss the yellowtail with jalapeno), or up on the 11th floor rooftop (try a Japanese single malt with your ceviche and mini tacos). Hotel guests have the joy of taking his breakfast innovations to the rooms, including salmon egg donburi (room service is suspended during the pandemic).', 'The neighborhood/area\n In the heart of the thriving West Loop, Nobu has particular appeal to foodies who will find the area teeming with acclaimed restaurants including \nAu Cheval\n, \nMomotaro\n, \nGirl & the Goat\n, and Monteverde. This is hipster central, with employers such as Google in the ‘hood, but the CTA Green and Pink L lines offer easy access to downtown attractions just east of the area.', 'The service\n Super-attentive staff with amazing ability to seemingly greet all guests by name.', 'Accessibility\n Yes.', 'Anything left to mention?\n The 40-foot indoor tranquility pool nods to an urban \nonsen\n with a meditative atmosphere and access to steam rooms in the adjacent locker rooms.']","155 N. Peoria St., Chicago, Illinois 60607, United States",https://www.cntraveler.com/hotels/chicago/nobu-hotel-chicago,https://chicago.nobuhotels.com/
Sofitel Chicago Magnificent Mile,"Readers' Choice Awards, 2017.",2,"At the contemporary, sleek Sofitel Chicago, you'll feel embedded in the city in the best of ways, with a convenient Magnificent Mile location and great design. The hotel caters to cultured travelers with pied-a-terre covetable rooms and an excellent restaurant. Rooms are warmly welcoming, thanks to light-filled picture windows and red accents against beechwood walls, and feature Bose sound systems.","['How did it strike you on arrival?\nContemporary and sleek. Great design meets great location.', 'What’s the crowd like?\nCultured travelers who speak more than one language.', 'The good stuff: Tell us about your room.\nRooms are warmly welcoming, thanks to light-filled picture windows and red accents against beechwood walls. Loved the chaise by the window for taking in the views.', 'We’re craving some deep, restorative sleep. They got us?\nCozy and sleep-inducing.', 'How about the little things, like mini bar, or shower goodies. Any of that find its way into your suitcase?\nIt would be very awkward, but I would cop the chaise. Nice Bose sound system.', 'Please tell us the bathroom won’t let us down.\nMarble-clad with a glassed-in shower makes it feel expansive.', 'Maybe the most important topic of all: Wi-Fi. What’s the word?\nGood Wifi and included.', ""Anything stand out about other services and features? Whether it’s childcare, gyms, spas, even parking—whatever stuck with you.\nThe buzzy Le Bar is one of those hideaway places you don't want to tell anyone about for fear of not getting in yourself. Café des Architectes off the lobby takes a light approach to French food and a bold approach to design, with Ferrari-red walls and banquettes."", 'What was most memorable—or heartbreaking—about your stay?\nGreat location with the perfect bar to come home to.', ""Bottom line: worth it, and why?\nYou'll feel embedded in the city in the best of ways, with a convenient location and great design.""]","20 E Chestnut St., Chicago, Illinois 60611, United States",https://www.cntraveler.com/hotels/united-states/chicago/sofitel-chicago-water-tower,http://www.sofitel.com/gb/hotel-2993-sofitel-chicago-water-tower/index.shtml
The Robey,"Gold List, 2018. Gold List, 2019. Hot List, 2017.",2,"Taking up residence in Northwest Tower, The Robey jostles alongside artisanal coffee shops, independent boutiques, and pop-up restaurants in Chicago’s creative corner between the hipster neighborhoods of Bucktown and Wicker Park. Of the 89 rooms, the best are the corner suites, where wraparound windows shed natural light onto low-key, unfussy interiors by Belgium’s Nicolas Schuybroek and Marc Merckx. The real head-turners, though, are the collection of bars and restaurants, not least the curbside Café Robey, which hums from the first plate of eggs and hash browns in the morning. The Lounge, on the second floor, is a wind-down joint with live music, but the Up Room, the 13th-floor rooftop bar, is the place to go for the full Chicago effect, with its sprawling cityscape views. Come summer, the only place to be is on the sixth-floor outdoor pool terrace, the Cabana Club, with a basil gimlet in hand. ","['Start us off with an overview.\nGrupo Habita turned a 1929 office building in central \nChicago\n into a cool, cleaned-up industrial space with brass fixtures and a rooftop pool\xa0giving 360-degree views. A world away from the steely skyscrapers and broad avenues of Downtown Chicago, The Robey slots perfectly into its hipster setting, between the trendy neighborhoods of Bucktown and Wicker Park. There is no grand arrival—Uber literally deposited me in a puddle on the sidewalk—but the discreet door that lead to a small lobby, with its mid-century furnishings, marble wall panels, and terrazzo flooring was a warm welcome from the snowy air outside.', 'Give us the backstory on this place.\nThe Robey is the second U.S. property—following New York’s Hotel Americano—from Mexico’s hip Grupo Habita. \xa0With a small portfolio of just 13 hotels—mostly found within Mexico—they are best known for sniffing out promising locations and tasking cool designers, like India Madhavi, Joseph Dirand, and Dimore Studio, to outfit their properties. (The hotel is now managed by Spearhead Hospitality.)', 'Tell us all about your room.\n Owing to the building’s slender, triangular frame, the best rooms in the house are the corner suites (at the point of the triangle) where eight wrap-around windows—which overlook the junction where Milwaukee, North, and Damen Avenues meet—fill the interiors with natural light. The decor, by Nicolas Schuybroek and Marc Merckx, is simple, bordering on austere, with minimal furnishings and a low-key grey color scheme with hints of maroon. The bathroom, which has a similar fuss-free aesthetic, is separated by a wire-glass window inspired by the building’s former life as an office.', ""Food and drink: What's on offer here?\nCafé Robey, at street level, is a thrumming neighborhood restaurant that serves modern American dishes during the day. There's also food and drinks available at The Lounge on the second floor, and the Cabana Club, open during the summer months."", 'How did you find the service?\nThe fuss-free aesthetics of the hotel match the service, which is understated. I was taken to my room and given a ‘tour’ but thanks to the lack of embellishment (which includes the light switches), there really wasn’t a lot to go wrong. The wait staff in Café Robey and in the bars are friendly, casual, and familiar.', ""Imagine the other guests are part of a tribe. What's their deal?\n The Hipster Herd: Tattoos, shiny Apple laptops, ironic eyewear, local obscure clothing brands. Likely to have a green approach to their food, to be seen reading books and poetry by people like Jack Kerouac, Allen Ginsberg, and Norman Mailer, and saying things like: “I liked them before they were cool.”"", 'What about the neighborhood anything notable nearby?\n Northwest of Downtown Chicago’s grand buildings, shiny skyscrapers, and wide-open greens of Millennium Park, The Robey’s proximity to Bucktown and Wicker Park is gritty and urban. Jostling alongside independent boutiques, artisan coffee shops, and hot pop-up restaurants is exactly where you’d expect to find a hotel from Grupo Habita.', ""What's the one thing you'd change?\nNothing. It’s great for what it is."", 'Anything else of note?\nThere is no spa or gym, but there is a dipping pool (The Cabana Club) on the sixth floor of the adjoining building. For fitness buffs, the hotel has a partnership with Bucktown Athletic Club, which is a fully equipped gym next door; guests receive complimentary access.', 'So, sum it up for us.\nI love Downtown Chicago, but if this isn’t your first time in the city, the best local experience, by far, is here at The Robey. And call me a loser, but a huge highlight for me was the amazing Walgreens across the street, which is housed inside the old Noel State Bank building from 1921.']","2018 W North Ave, Chicago, Illinois 60647, United States",https://www.cntraveler.com/hotels/chicago/the-robey,https://www.therobey.com/
The Peninsula Chicago,"Gold List, 2018. Gold List, 2019. Gold List, 2022. Hot List, 2017. Readers' Choice Awards, 2017. Readers' Choice Awards, 2018. Readers' Choice Awards, 2019. Readers' Choice Awards, 2020. Readers' Choice Awards, 2023.",3,"This high-rise hotel might be home to the city’s best-kept secret: a sprawling, 80-foot pool some 19 floors up, with floor-to-ceiling windows and a view you can’t peel your eyes from. You could easily spend all day there in unperturbed bliss—block off a whole day to alternate between spa treatments and dips in the pool. Fortunately, there’s plenty of relaxing to be done in the guest rooms, many of which are more spacious than a Chicago apartment. You know a hotel is at the top of its game when the towels are so plush they feel as though they were woven on-site and there are neatly labeled amenity drawers so you don’t have to pry each one open to find what you’re looking for. Peninsula hotels are known for their intuitive technology (in-room tablets let you control the lights, request housekeeping, and check your flight status). If you’re in need of a good night’s sleep, spend a night at a Peninsula hotel.","[""Start us off with an overview.\nAs Chicago's hotel scene adds more and more modern brands, this nearly two-decade old spot stays rock steady with a classic spa on the nineteenth floor, a refined bar scene, and a dim sum garden in a nod to the brand's Eastern roots. It's opulent and moneyed, but for all that wealth not stuffy—a grandeur you can live with."", 'What’s the crowd like?\nWell-traveled sophisticates. Celebrities not uncommon.', 'The good stuff: Tell us about the rooms.\nGenerously residential: Even the smallest rooms, include a couch and small dining table for two by the picture windows. Serene neutrals-with-blue-accents color scheme. They\'re also completely wired so that you needn\'t move from the bed to control lighting, temperature, curtains, or the ""do not disturb"" sign.', 'We’re craving some deep, restorative sleep. They got us?\nThe beds are downy and delicious, of course.', 'How about the little things, like mini-bar, or shower goodies. Any of that worth mentioning?\nThe Bernardaud China provided for your morning Nespresso drink is enviable.', ""Please tell us the bathroom won’t let us down.\nIf there's a hotel worth checking into just for the bathroom, the Peninsula Chicago is it. The marble bathroom is huge and comes with a 19-inch TV inset near the soaking tub if you want to watch while you bathe."", 'Maybe the most important topic of all: Wi-Fi. What’s the word?\nExcellent and included.', ""Room service: What's on offer?\nIt might not jump out at you, but try the congee for breakfast. There are also plenty of options for travelers with dietary restrictions, including vegan and gluten-free dishes."", ""Anything we missed that we should have asked about?\nThe ESPA spa is its own attraction, with a real Zen vibe. It adjoins the top floor pool, flanked by an entire wall of windows allowing you to swim laps while ogling the architecture. The bar is a real hideaway for both guests and in-the-know locals, with its casual elegance (yes, that's a Le Corbusier on the wall), gas fireplace, and low lighting. There are three other restaurants, and they are all quite distinct from one another, including the lobby lounge, which is popular for tea; a café at street level with scrumptious tarte flambé; and the ruby-toned Shanghai Terrace serving authentic Cantonese and dim sum lunches."", ""Bottom line: worth it?\nIt's expensive, though it does deliver on luxe level amenities and service.""]","108 E. Superior St., Chicago, Illinois 60611, United States",https://www.cntraveler.com/hotels/united-states/chicago/the-peninsula-chicago,https://www.peninsula.com/en/chicago/5-star-luxury-hotel-downtown-chicago
Viceroy Chicago,"Readers' Choice Awards, 2018. Readers' Choice Awards, 2019. Readers' Choice Awards, 2022.",2,"Set in the Gold Coast Historical District, the contemporary-chic Viceroy has a retro Chicago façade and mid-century furnishings within. Textures and patterns grab the eye, including an abstract headboard wall, a carpet that looks like a sand-hued topographic map, and—yes—quotes from Marcel Proust, reproduced on the lobby's 30 foot wall. You'll love the Southwestern–style throw pillows and the teal curtains, which inspire tranquility at night, while the Nespresso machine serves a valued purpose in the morning. Don't skip the 18th floor and its rooftop lounge, Devereaux, where skyline views compete for your attention with refreshing cocktails like the Lakeshore Spritz, made with Lillet, prosecco, cucumber, and lemon.","[""What did you notice on arrival?\nContemporary chic, with a retro Chicago façade and mid-century furnishings within. Quotes from Marcel Proust reproduced on the lobby's 30 foot wall set a cultured tone."", 'What’s the crowd like?\nPolished but playful.', 'The good stuff: Tell us about your room.\nTextures and patterns grab the eye, including an abstract headboard wall, and carpet that looks like a sand-hued topographic map. Views out the floor-to-ceiling windows compete for attention. The Deluxe King comes with a chaise lounge beside the window, for hanging out with those views.', ""We’re craving some deep, restorative sleep. They got us?\nYou'll find crisp bedding and comfortable mattresses."", 'How about the little things, like mini bar, or shower goodies. Any of that worth mentioning?\nI loved the Southwestern style throw pillows that add a note of texture and teal curtains channel tranquility at night. The Nespresso machine serves a valued purpose in the morning.', 'Please tell us the bathroom won’t let us down.\nThe bathroom is spacious with a dual sink vanity and walk-in rain shower. Body products by Natura Bissé and haircare by ROIL.', ""Food and beverage: what's on offer?\nDevereaux is the rooftop lounge on the 18th floor, where you can get great cocktails and small bites. Somerset is the main restaurant, and it serves seasonal American dishes available for either dining in or takeout."", 'Anything stand out about other services and features?\nThe swanky rooftop lounge at Devereaux serves cocktails with great skyline views. The outdoor, seasonal pool is also on the roof.', 'Wi-Fi: What’s the word?\nGood Wi-Fi and included.', 'What was most memorable about your stay?\nReading the walls while waiting for Uber is uniquely diverting.', 'Bottom line: Why are we booking here?\nGold Coast winner for location and style.']","1118 N. State St., Chicago, Illinois 60610, United States",https://www.cntraveler.com/hotels/chicago/chicago/viceroy-chicago,https://www.viceroyhotelsandresorts.com/chicago
21c Museum Hotel Chicago,"Readers' Choice Awards, 2021. Readers' Choice Awards, 2023.",1,"Fittingly located between the commerce of the Magnificent Mile and the galleries of River North to the west, the 21c Museum Hotel Chicago attracts travelers across the tourist-to-hipster spectrum. What keeps them in-house are the dynamic art exhibitions, which guests are free to roam 24/7. It might take a few viewings to fully grasp the social, political, and economic issues explored in the galleries (beyond the Insta-begging appeal of a synthetic life-size bison carrying a rider draped in an American flag). To decode it all, take the free, hour-long docent tour offered weekly.","['Why book?\n Everything under one cool roof: sleek rooms, an outpost of crowd-loving Lure Fishbar, and a contemporary art gallery to challenge your gray matter.', 'Set the scene\n Fittingly located between the commerce of the Magnificent Mile and the galleries of River North to the west, the 21c Museum Hotel Chicago attracts travelers across the tourist-to-hipster spectrum. What keeps them in-house are the dynamic art exhibitions, which guests are free to roam 24/7. It might take a few viewings to fully grasp the social, political, and economic issues explored in the galleries (beyond the Insta-begging appeal of a synthetic life-size bison carrying a rider draped in an American flag). To decode it all, take the free, hour-long docent tour offered weekly.', 'The backstory\n The 21c Museum Hotel brand traces its root to \nLouisville\n art collectors Steve Wilson and Laura Lee Brown, who—though they retain a stake in the hotels—have since sold the majority of their interests in the art-championing collection to the massive French company Accor, managers of Fairmont, Raffles, Sofitel, and other portfolios. But the art remains undiluted and is the top reason to check in.', 'The rooms\n Designers Deborah Berke Partners seem to want to bring temperatures down with their gray-toned color scheme anchored by cloud-like beds. But even the most modest room, facing an interior lightwall, have a sitting area with a couch and table that lends residential ease. You’re not missing much by booking the cheapest room—the action is in the public areas—but if you feel like splurging the corner suites frame the cityscape from two angles.', 'Food and drink\n Chicagoans have embraced the New York spin-off Lure Fishbar for its conviviality—happy hour is back—lack of pretention, and soup-to-nuts seafood menu from sushi and oysters to sharable shellfish platters.', 'The neighborhood/area\n Location is an advantage. Whether you turn right towards the designer brands lining Michigan Avenue or left towards the indie restaurants and exhibition spaces, most downtown attractions are within walking distance.', 'The service\n For a hotel that’s all about challenging art, 21c makes sure no guest is left behind. Warm is the prevailing temperature here.', 'Accessibility\n Yes.', 'Anything left to mention?\n Events for which the brand are known—including gallery socials—remain on hold during the pandemic.']","55 E. Ontario St., Chicago, Illinois 60611, United States",https://www.cntraveler.com/hotels/chicago/21c-museum-hotel-chicago-mgallery,https://www.21cmuseumhotels.com/chicago/ 
Radisson Blu Aqua Hotel Chicago,"Readers' Choice Awards, 2019.",2,"Guests here have the chance to inhabit a landmark of the skyline, explore its design-minded features, and take advantage of its Navy Pier and Millennium Park views. The lobby alone is worth visiting, with a 50-foot-long fireplace and intriguing art. Download the app on your phone and take the worth-it art tour. Guests have access to a fully equipped health club on the premises, including indoor and outdoor (seasonal) pools and an excellent gym. It's a great location for exploring the city and a welcome perch to return to that champions Chicago's design prowess.","[""Give us a first impression.\nThis is a landmark highrise with award-winning, undulating architectural exterior by Jeanne Gang that gives way to sleek and stylish interiors next to \nMillennium Park\n. There's loads to do here, including a full health club and art collection tour."", 'What’s the crowd like?\nDesign aficionados and park lovers.', 'The good stuff: Tell us about your room.\nViews make a memorable first impression, whether overlooking Navy Pier or Millennium Park. There are ""cool"" themed rooms (that\'s a color thing, not a psychographic), where pale neutrals and wood floors created a serene scene. Others have deep marine hues and darker wood finishes for a rich scheme.', 'How about the little things, like mini bar, or shower goodies. Any of that worth a mention?\nI liked the long glass desk/credenza beside the windows that allowed me to appreciate the view during work breaks. The funky modernist floor lamp and slipper chair also made a fun pairing.', 'Please tell us the bathroom won’t let us down.\nNice, clean, glassy, bright. Everything you need.', 'Maybe the most important topic of all: Wi-Fi. What’s the word?\nGood Wi-Fi and included.', ""Anything stand out about other services and features?\nThe lobby is worth visiting, with a 50-foot-long fireplace and intriguing art. Download the hotel's app on your phone and take the worth-it art tour. Guests also have access to a fully equipped health club on the premises, including indoor and outdoor (seasonal) pools and an excellent gym."", ""Bottom line: Why are we booking here?\nGreat location for exploring the city and a welcome perch to return to that champions Chicago's design prowess.""]","221 North Columbus Dr., Chicago, Illinois 60601, United States",https://www.cntraveler.com/hotels/chicago/radisson-blu-aqua-hotel-chicago,http://www.radissonblu.com/aquahotel-chicago
Kimpton Gray Hotel,"Readers' Choice Awards, 2017. Readers' Choice Awards, 2018. Readers' Choice Awards, 2019.",2,"Part of the fun and funky Kimpton family, the Kimpton Gray Hotel in the Loop has great value for style and location. Sleek platform beds and pendant lamps suggest mid-century modern, but the dark wooden armoire with the floral interior speak to a wilder streak. Upgrade to a Spa room, if you can, where the shower room—complete with a freestanding tub—is glassed-in and tiled in abstract designs. Outstanding bars here for whatever mood you're in. The lobby bar Vol. 39 has the leathery look and bookshelves of a law office given a romantic makeover, with low seating and flickering votives. On the top floor, hit Boleo when feeling high-energy (it has a nightclub vibe, but the Latin food is very good).","['How did it strike you on arrival?\nVery gray-flannel-with-paisley-lining. Buttoned up, with ample opportunities to button down at the bars. Befits its locale in a former insurance building.', 'What’s the crowd like?\nLoop-bound lawyers and financiers who appreciate a good cocktail.', 'The good stuff: Tell us about your room.\nSleek platform beds and pendant lamps suggest mid-century modern, but the dark wooden armoire with the floral interior speak to a wilder streak.', 'We’re craving some deep, restorative sleep. They got us?\nExcellent beds with leather headboards.', 'How about the little things, like mini bar, or shower goodies. Any of that worth mentioning?\nLoved the pendant globe lamp beside the bed that warms the room like a sun. Great photo-driven art hung asymmetrically above the bed. Interesting coffee table books on design.', ""Please tell us the bathroom won’t let us down.\nIt's worth upgrading to a Spa room, where the shower room—complete with a freestanding tub—is glassed-in and tiled in abstract designs. Nice feng shui touches with succulents on the sink counter."", 'Maybe the most important topic of all: Wi-Fi. What’s the word?\nGood and included.', ""Anything stand out about other services and features?\nThere are outstanding bars here for whatever mood you're in. The lobby bar Vol. 39 has the leathery look and bookshelves of a law office given a romantic makeover, with low seating and flickering votives. On the top floor, hit Boleo if you're feeling high-energy (it has a nightclub vibe, but the Latin food is very good). There's ample free coffee in the lobby in the mornings and a spacious gym as a remedy to all that."", ""Any other tips?\nThere's a free wine hour nightly, but it's worth paying for a cocktail to enjoy Vol. 39's atmosphere."", 'Bottom line: Why are we booking here?\nGood value for style and location.']","122 W. Monroe St., Chicago, Illinois 60603, United States",https://www.cntraveler.com/hotels/chicago/the-kimpton-gray-hotel,https://www.kimptonhotels.com/stay/the-kimpton-gray-hotel-chicago-il
"The Hoxton, Chicago",,2,"Opened in March 2019, The Hoxton, Chicago marks lucky number seven for the London-based hotel group. The building's gruff, brick warehouse–inspired exterior belies its warm and spacious living room–like lobby. Immediately upon entry, you're greeted by potted greenery, communal tables, and ample seating under a lofty, two-story ceiling. Rooms come in three sizes: Snug, Cosy, and Roomy. All feature design elements fashioned by local artists, including the whimsical bedspreads. Furnishings are minimal; a single padded chair sits beside an end table with a retro-styled iPhone speaker. Chef Stephanie Izard of local Girl & the Goat fame runs the rooftop Peruvian hotspot Cabra. Don’t miss the basement jazz den Lazy Bird.","[""Why did this hotel catch your attention? What's the vibe?\n The Hoxton's gruff, brick warehouse–inspired exterior belies its warm and spacious living room–like lobby. Immediately upon entry, you're greeted by potted greenery, communal tables, and ample seating under a lofty, two-story ceiling. The check-in desk is hidden behind a coffee bar. It all feels convivial and lived-in rather than stiff and stuffy."", ""What's the backstory?\n Opened in March 2019, The Hoxton, Chicago marks lucky number seven for the London-based hotel group. Los Angeles is next in fall 2019."", 'Tell us all about the accommodations. Any tips on what to book?\n Rooms come in three sizes: Snug, Cosy, and Roomy. All feature design elements fashioned by local artists, including the whimsical bedspreads. Above the comfortable, firm mattress is brass lighting affixed to leather headboards. Furnishings are minimal; a single padded chair sits beside an end table with a retro-styled iPhone speaker. Inside the truncated bathroom are tiled walls and a marble sink. The shower holds locally sourced body washes.', 'Is there a charge for Wi-Fi?\n WiFi is free and adequate.', ""Drinking and dining—what are we looking at?\n Outposts from some of the city's hottest chefs are scattered throughout the property. On the top floor is Cabra, a Peruvian cevicheria by Stephanie Izard of Girl & The Goat. You can't go wrong with any of the kitchen's vibrant ceviches and fruity tiraditos, ut don't pass over the goat empanadas: tender meat in a supple shell served with a huacatay mayo. In the lobby, Cira offers a supplemental breakfast to hotel guests, before moving on to Mediterranean specialities in the afternoon and evening. Lazy Bird is a sleek cocktail lounge boasting live music and a menu with 52 boozy cocktails—one for each week of the year. Chef Stephanie Izard of local Girl & the Goat fame runs the rooftop Peruvian hotspot Cabra. Don’t miss the basement jazz den Lazy Bird."", ""And the service?\n For the seasoned traveler, The Hoxton offers a pleasant and unobtrusive flow. The check-in process is fast and efficient; you're lying in your bed five minutes after entering the property. But the same features that appeal to an urbane guest might prove challenging to the uninitiated; there's no concierge, it can be difficult to navigate the lobby, and in-room services are minimal."", ""What type of travelers will you find here?\n Millennial-leaning urban professionals and artisans. There's a kumbaya spirit—here, gathered around craft cocktails rather than the campfire."", ""What about the neighborhood? Does the hotel fit in, make itself part of the scene?\n Sandwiched between the Morgan and Clinton subway stops, the hotel sits two blocks from Randolph Street in the Fulton Market section of Chicago's West Loop, an area that was once a meatpacking district. Although the building is new, it was designed to blend in with the industrial, warehouse-heavy neighborhood. Just outside are some of the city's finest restaurants, including The Aviary, Au Cheval, and Girl & The Goat."", ""Is there anything you'd change?\n If you're angling for any semblance of additional space, be warned that the Cosy room category certainly errs on the side of its namesake adjective."", ""Any other hotel features worth noting?\n The Hoxton has one of the neighborhood's only rooftop pools. And don't overlook the local tidbits strewn about your room, including the key cards and bookmarks stuffed into bedside reading material."", ""Bottom line: Worth it? Why?\n This is a playful place that allocates its resources toward the things today's travelers care about: artfully rendered shared spaces and elevated food and drinks.""]","200 N. Green St., Chicago, Illinois 60607, United States",https://www.cntraveler.com/hotels/chicago/the-hoxton-chicago,https://thehoxton.com/chicago/
Sophy Hyde Park,,2,"The University of Chicago, anchor of Hyde Park, serves as inspiration for the Sophy, a 98-room gem on the community’s lively commercial strip, walking distance to campus, the Museum of Science and Industry and, sometime in the next few years, the Obama Presidential Center, now being built in nearby Jackson Park. The 44th president was a community organizer and teacher in the university law school before ascending to the highest office, and his presence, along with the other renowned Nobel laureates and MacArthur geniuses nurtured at the UC, are celebrated at Sophy. The hotel is hugely popular with UC prospects and their families touring the campus. Sophy’s large, light-filled suites are there for them with generous bathrooms and separate living areas with sleeper sofas.","['Why book?\n Let this South Side stunner with a strong art collection, clever restaurant. and neighborhood following be your entrée to one of the city’s most vibrant and undertouristed areas, \nHyde Park\n.', 'Set the scene\n The University of Chicago, anchor of \nHyde Park\n, serves as inspiration for the Sophy, a 98-room gem on the community’s lively commercial strip, walking distance to campus, the \nMuseum of Science and Industry\n and, sometime in the next few years, the Obama Presidential Center, now being built in nearby Jackson Park. The 44th president was a community organizer and teacher in the university law school before ascending to the highest office, and his presence, along with the other renowned Nobel laureates and MacArthur geniuses nurtured at the UC, are celebrated at Sophy. But there’s nothing stiff about the academic references to music, literature, and science; this hotel is, above all, a community gathering spot and the community that gathers here is diverse, active, and cultured.', 'The backstory\n Sophy’s developers, Olympia Hotel Management, also run the nonprofit and similarly art-filled Alfond Inn in Winter Park, Florida, proving they have an affinity for campus audiences.', 'The rooms\n Not afraid to go bold, Sophy’s rooms make a colorful first impression with murals behind the headboards. Love seats and ottomans, even in the entry level rooms, invite guests to relax and spin some of the records by local jazz artists supplied with the in-room turntable.', 'Food and drink\n Mesler, a Middle French term for “to mix and mingle,” draws a stylish neighborhood crowd at both the bar—is that your physics prof sipping spiked coffee by the fireplace?—and the restaurant, a comfort-food crowd-pleaser with house-made pastas, steaks, and a spicy, bleu-cheesy fried chicken sandwich.', 'The neighborhood/area\n Some of Chicago’s oldest and most impressive architecture lies in Hyde Park and neighboring Kenwood; take one of the \nChicago Architecture Center\n neighborhood walking tours to scope out the mansions built by 18th- and 19th- century retailers and meatpackers along with the Obama residence. 53rd is lined with interesting shops including the community-building Silver Room, where you can attend a reading or shop for apparel and gifts with social justice and equity themes.', 'The service:\n Warm and personal. No concierge, but caring folks at reception who make the effort to help and direct guests.', 'For families\n The hotel is hugely popular with UC prospects and their families touring the campus. Sophy’s large, light-filled suites are there for them with generous bathrooms and separate living areas with sleeper sofas.', 'Eco effort\n Sophy was constructed in 2018 as a new-build and is engineered to achieve LEED certification.', 'Accessibility\n Yes.', 'Anything left to mention?\n A shuttle takes guests to the Museum of Science and Industry.']","1411 E. 53rd St., Chicago, IL, Chicago, Illinois 60615, United States",https://www.cntraveler.com/hotels/chicago/sophy-hyde-park,https://sophyhotel.com/ 
